vendor,tool_version,flow_stage,artifact_path,artifact_type,artifact_role,protected_property,provenance_evidence,mapped_threat_ids
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\_flat\26.1.0\partitioned\1\names.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=234422CDF1D412F0BCCC6B3FE20BE2759A88AE553C118C7E89CF6EAB51D9ADDE; mtime=2026-06-12T04:39:46.0617704Z; size=143","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\_flat\26.1.0\partitioned\1\state.meta",".meta","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=F69C725B15725DCF378FD02E47D2D95F6BDCE9D78ABE28BE92BBD0BCBD11A5BB; mtime=2026-06-12T04:39:46.0617704Z; size=332","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\_flat\26.1.0\synthesized\1\chip.chip.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=E0BA031DDF6545C4C3CEA2A10DCFC37A503A7824FF783615B9CCFA01482C7BFA; mtime=2026-06-12T04:39:47.7493074Z; size=8372","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\_flat\26.1.0\synthesized\1\chip.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=C90A10AE50AF273E425E56671DC766BB3EB7BC32EEEA3BA44FD2DF582F3FEAD7; mtime=2026-06-12T04:39:47.7649488Z; size=144","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Constraint and Configuration",".\results\quartus\project\qdb\_compiler\top\_flat\26.1.0\synthesized\1\constraints.cdb",".cdb","Toolchain artifact","configuration integrity; design intent traceability","sha256=2845850C51846C140AC85CDCB2952469DC395E234036EC55D16EA8DCEF55A94D; mtime=2026-06-12T04:39:47.7493074Z; size=231","CFG-1;CFG-2;CFG-3"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Constraint and Configuration",".\results\quartus\project\qdb\_compiler\top\_flat\26.1.0\synthesized\1\constraints.model",".model","Toolchain artifact","configuration integrity; design intent traceability","sha256=7F0255A2FE1B1445042196657C10A3601D9D6CA2DB3A2002519FDC5DC8856D85; mtime=2026-06-12T04:39:47.7493074Z; size=146","CFG-1;CFG-2;CFG-3"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\_flat\26.1.0\synthesized\1\names.hdb",".hdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=1D76AB11BC0182DE7234D90EEF33C8C51A3616B0E481FD9B0143B80259D71EF9; mtime=2026-06-12T04:39:47.7336478Z; size=13053","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\_flat\26.1.0\synthesized\1\names.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=17E4495073078EBB1061E20EC0F103509C34A2E321F90A867AE447E4573B488F; mtime=2026-06-12T04:39:47.7493074Z; size=143","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\_flat\26.1.0\synthesized\1\state.meta",".meta","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B0C131507D872DE24B9D11BD0F37E4450BD42B01A6B64D7ED7880A5A2972263B; mtime=2026-06-12T04:39:47.7336478Z; size=373","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\.cache\cyclone10gx_io_sim_cache.900mv_ff_0c_fast.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=63C9489DAFDEFCA05CD70BFAF1293EBB9A1B546ABB8E92FC1FBF1E23C84200C5; mtime=2026-06-12T04:40:36.8741007Z; size=724572","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\.cache\cyclone10gx_io_sim_cache.900mv_ff_100c_fast.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=D7115819DB3674275AB037961C00D55C1B34A25B072DA3E01521E4EE261102C5; mtime=2026-06-12T04:40:43.7808806Z; size=719249","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_0c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=D954A9BEA2ED6F7A2F1067DAE11B53C7E94A7E8D0F60749495FCF66C915C2F2B; mtime=2026-06-12T04:40:36.6555665Z; size=715749","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=17D3A527774F10E8E73AD24B05461EEE4BA98F3E295A5033CACDDFDF7333A267; mtime=2026-06-12T04:40:43.9212817Z; size=725885","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\cyclone10gx_io_sim_cache.900mv_ff_0c_fast.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=6F86E2F18581EF3A56241CBD6EA4F21468F4A0AD38DA9BDC68B97CE868D39A0F; mtime=2026-06-12T04:40:36.8741007Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\cyclone10gx_io_sim_cache.900mv_ff_100c_fast.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=4611264C29C2AC3D87F379F756589901388270A169573224DE0D7137B84CC6AE; mtime=2026-06-12T04:40:43.7963771Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\cyclone10gx_io_sim_cache.900mv_ii_0c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B39912827FDC318FAF31C274F890C0E0FF298080638D714B8516B1C6390555C4; mtime=2026-06-12T04:40:36.6710952Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=66E5F0940B8F374FF65BF5B245E09F975C5CC0CD0BBCFCE15970B326B7DE81A5; mtime=2026-06-12T04:40:43.9368982Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\dynrconf.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=362C6FF37C00EE0EEB3A866848124741F1DD6C917D0FC1509A0E9DB22AFE7B68; mtime=2026-06-12T04:40:38.0150947Z; size=138","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\dynrconf.src",".src","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=BB4A493700C6E3C2F83B071664DE7B7A4CB18EA40F1D618811A77347A233A380; mtime=2026-06-12T04:40:37.9993915Z; size=41","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\names.hdb",".hdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=54C466788BC3A9A77E7F9DAC94CB4837B37CCA0498E4ED5A6B62DD19C34B2178; mtime=2026-06-12T04:40:37.9993915Z; size=6512","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\names.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B69D111928E898B97263742DCE80FDEC9A6D8BD9E10B942474AC263B9E8E336F; mtime=2026-06-12T04:40:37.9993915Z; size=143","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\netlist.atom.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=31746F485B6DCC14CBB1ABB11CF1D594E7DD94BF698BB4A01A2F45FAE2ECF536; mtime=2026-06-12T04:40:38.0150947Z; size=12966","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\netlist.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=42C8CE68533FECD4E0988FF990051779438D8C430933A8282EB61122659D0F24; mtime=2026-06-12T04:40:38.0150947Z; size=144","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\physmap.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=2FB4C5F31D09D4273BBDFC034CDCAA1DC32B0EDA30B53B90AC2D99361E841D18; mtime=2026-06-12T04:40:38.0150947Z; size=2327","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\physmap.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=77C2AE7F06415B358B6AB4E85556B768524F00F3E1BD91D81BBC31206155BE12; mtime=2026-06-12T04:40:38.0150947Z; size=147","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\routing.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=14DFB133163C11979996A34C30D4398485D9390FEEFD6E6D8A0D13E05961DF3B; mtime=2026-06-12T04:40:38.0150947Z; size=8065","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\routing.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=6697B479CA40D3047A9E8759CDED6FE808AEF792890EF59AD9373ADABAF1BC14; mtime=2026-06-12T04:40:38.0150947Z; size=147","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\sdc.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B2AAF6D28F3058B0C288A79E805DFDA8013FC289FE909D85C6C6840607700646; mtime=2026-06-12T04:40:38.0150947Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\sdc.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=73559CCA27A014A5E93CB4AFD47405B71FB6061A6CC5CB330E3AC883623DBE33; mtime=2026-06-12T04:40:38.0150947Z; size=138","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\final\1\state.meta",".meta","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=8FD0B836CDD6871007E6A8E7B54742D7CE345660B0EA4593839C1EC48E721631; mtime=2026-06-12T04:40:37.9993915Z; size=377","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\partitioned\1\mifs.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=9A92C7D6868A7B00A43F1A47ECD7159238EB303B0AE396D075AA115C92685727; mtime=2026-06-12T04:39:46.0772853Z; size=112","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\partitioned\1\mifs\.hidden",".hidden","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855; mtime=2026-06-12T04:39:46.0772853Z; size=0","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\partitioned\1\names.hdb",".hdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=8F6550848A54775BF69AD28B1A44B05082856304ED5550832B1D61D9E8EEE046; mtime=2026-06-12T04:39:46.0929246Z; size=4671","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\partitioned\1\names.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=5D63BB3032027E8D194D957BBD1583FC0D8097F330CAC1E21C2AA9461FF799F9; mtime=2026-06-12T04:39:46.0929246Z; size=143","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\partitioned\1\sdc.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B2AAF6D28F3058B0C288A79E805DFDA8013FC289FE909D85C6C6840607700646; mtime=2026-06-12T04:39:46.0929246Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\partitioned\1\sdc.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=73559CCA27A014A5E93CB4AFD47405B71FB6061A6CC5CB330E3AC883623DBE33; mtime=2026-06-12T04:39:46.0929246Z; size=138","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\partitioned\1\sgate_netlist.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=6550F3026B842BB3AAE0507B550E20C820D744F294417B0CA6DD3E4173C426E3; mtime=2026-06-12T04:39:46.0929246Z; size=145","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\partitioned\1\sgate_netlist.sgate.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=34A70950278BCC12B7DFA37080AA368E8CE6EF29A56A631F1DE8A2BD56EFA51F; mtime=2026-06-12T04:39:46.0929246Z; size=5903","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\partitioned\1\state.meta",".meta","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=F69C725B15725DCF378FD02E47D2D95F6BDCE9D78ABE28BE92BBD0BCBD11A5BB; mtime=2026-06-12T04:39:46.0772853Z; size=332","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\placed\1\.cache\cyclone10gx_io_sim_cache.900mv_ff_0c_fast.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=63C9489DAFDEFCA05CD70BFAF1293EBB9A1B546ABB8E92FC1FBF1E23C84200C5; mtime=2026-06-12T04:40:20.3430299Z; size=724572","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\placed\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_0c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=D954A9BEA2ED6F7A2F1067DAE11B53C7E94A7E8D0F60749495FCF66C915C2F2B; mtime=2026-06-12T04:40:20.2963909Z; size=715749","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\placed\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=01B4E56614B5433FC69605D95377E16596750042F09BE45AD63287E3470F304C; mtime=2026-06-12T04:40:20.3741493Z; size=724625","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\placed\1\cyclone10gx_io_sim_cache.900mv_ff_0c_fast.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=6F86E2F18581EF3A56241CBD6EA4F21468F4A0AD38DA9BDC68B97CE868D39A0F; mtime=2026-06-12T04:40:20.3430299Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\placed\1\cyclone10gx_io_sim_cache.900mv_ii_0c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B39912827FDC318FAF31C274F890C0E0FF298080638D714B8516B1C6390555C4; mtime=2026-06-12T04:40:20.2963909Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\placed\1\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=F8EAEDB175AD33A2A348BA5D5767A6BBCE4462CD9FDECCAAFFA795D261BD3F1F; mtime=2026-06-12T04:40:20.3898394Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\planned\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=17D3A527774F10E8E73AD24B05461EEE4BA98F3E295A5033CACDDFDF7333A267; mtime=2026-06-12T04:40:01.8742809Z; size=725885","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\planned\1\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=66E5F0940B8F374FF65BF5B245E09F975C5CC0CD0BBCFCE15970B326B7DE81A5; mtime=2026-06-12T04:40:01.8900810Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\routed\1\.cache\cyclone10gx_io_sim_cache.900mv_ff_0c_fast.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=A98F2E99FFF0E92BCFEE0A62B9DE20A029300BDB45E685C7054EA2FBCC2986F5; mtime=2026-06-12T04:40:30.3744264Z; size=724604","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\routed\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_0c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=D954A9BEA2ED6F7A2F1067DAE11B53C7E94A7E8D0F60749495FCF66C915C2F2B; mtime=2026-06-12T04:40:20.7647828Z; size=715749","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\routed\1\.cache\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.hsd",".hsd","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=17D3A527774F10E8E73AD24B05461EEE4BA98F3E295A5033CACDDFDF7333A267; mtime=2026-06-12T04:40:30.4214721Z; size=725885","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\routed\1\cyclone10gx_io_sim_cache.900mv_ff_0c_fast.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=04763B08327D5ADDBD7EEBD5FBEDDA3EACB7E684062E363FB7D17DA269035F99; mtime=2026-06-12T04:40:30.3899995Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\routed\1\cyclone10gx_io_sim_cache.900mv_ii_0c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B39912827FDC318FAF31C274F890C0E0FF298080638D714B8516B1C6390555C4; mtime=2026-06-12T04:40:20.7647828Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\routed\1\cyclone10gx_io_sim_cache.900mv_ii_100c_slow.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=66E5F0940B8F374FF65BF5B245E09F975C5CC0CD0BBCFCE15970B326B7DE81A5; mtime=2026-06-12T04:40:30.4369548Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\synthesized\1\dynrconf.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=362C6FF37C00EE0EEB3A866848124741F1DD6C917D0FC1509A0E9DB22AFE7B68; mtime=2026-06-12T04:39:47.7806205Z; size=138","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\synthesized\1\dynrconf.src",".src","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=BB4A493700C6E3C2F83B071664DE7B7A4CB18EA40F1D618811A77347A233A380; mtime=2026-06-12T04:39:47.7806205Z; size=41","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\synthesized\1\names.hdb",".hdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=8618FDBB99F79DCC4C784F1FA5A0BB98EFF1ECFEC1772F176C2F82AE43D84332; mtime=2026-06-12T04:39:47.7649488Z; size=5583","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\synthesized\1\names.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=A280381A6C0B406C322BD49B81C28178B673CFC4D3478ECBDD5773DE6FF537B5; mtime=2026-06-12T04:39:47.7806205Z; size=143","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\synthesized\1\netlist.atom.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=03D4FFB1954851FF53723EF6021F50A6B02B8AB1ACBA34F49A4FDAAD1AE2AB8E; mtime=2026-06-12T04:39:47.7806205Z; size=4978","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\synthesized\1\netlist.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=6E84FCF98CA0CBFB9D51ED085F147E330B8690DA0F16B636FC30A78C77482985; mtime=2026-06-12T04:39:47.7963212Z; size=144","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\synthesized\1\sdc.cdb",".cdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B2AAF6D28F3058B0C288A79E805DFDA8013FC289FE909D85C6C6840607700646; mtime=2026-06-12T04:39:47.7806205Z; size=139","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\synthesized\1\sdc.model",".model","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=73559CCA27A014A5E93CB4AFD47405B71FB6061A6CC5CB330E3AC883623DBE33; mtime=2026-06-12T04:39:47.7806205Z; size=138","TRN-1;TRN-2;TRN-3;RPT-2"
